,0
0,0.5069922978296306
1,0.5072967652857103
2,0.5076090937476982
3,0.5079294380446726
4,0.5082579545399855
5,0.5085948010991499
6,0.508940137055996
7,0.5092941231770718
8,0.5096569216242792
9,0.5100286959157219
10,0.5104096108847556
11,0.5107998326372243
12,0.5111995285068712
13,0.5116088670089141
14,0.5120280177917736
15,0.5124571515869498
16,0.512896440157037
17,0.5133460562418748
18,0.5138061735028303
19,0.5142769664652098
20,0.5147586104588009
21,0.5152512815565466
22,0.5157551565113527
23,0.5162704126910374
24,0.5167972280114256
25,0.5173357808676013
26,0.5178862500633253
27,0.518448814738632
28,0.5190236542956207
29,0.5196109483224566
30,0.5202108765156009
31,0.5208236186002904
32,0.5214493542492884
33,0.5220882629999325
34,0.522740524169506
35,0.5234063167689613
36,0.5240858194150253
37,0.5247792102407225
38,0.5254866668043479
39,0.5262083659969292
40,0.5269444839482167
41,0.5276951959312424
42,0.5284606762654932
43,0.5292410982187419
44,0.5300366339075866
45,0.5308474541967463
46,0.5316737285971662
47,0.5325156251629869
48,0.5333733103874333
49,0.5342469490976821
50,0.5351367043487687
51,0.5360427373165946
52,0.5369652071901019
53,0.5379042710626789
54,0.5388600838228678
55,0.5398327980444416
56,0.5408225638759254
57,0.5418295289296331
58,0.5428538381702976
59,0.5438956338033696
60,0.5449550551630649
61,0.5460322386002414
62,0.5471273173701865
63,0.5482404215203989
64,0.5493716777784496
65,0.5505212094400096
66,0.5516891362571286
67,0.5528755743268581
68,0.5540806359803035
69,0.5553044296722014
70,0.5565470598711081
71,0.5578086269502982
72,0.5590892270794614
73,0.560388952117296
74,0.5617078895050901
75,0.5630461221613892
76,0.5644037283778446
77,0.5657807817163379
78,0.5671773509074799
79,0.5685934997505785
80,0.5700292870151745
81,0.5714847663442393
82,0.572959986159133
83,0.5744549895664173
84,0.5759698142666215
85,0.5775044924650535
86,0.5790590507847533
87,0.5806335101816819
88,0.5822278858622388
89,0.5838421872032016
90,0.5854764176741758
91,0.5871305747626503
92,0.5888046499017421
93,0.5904986284007212
94,0.5922124893784015
95,0.5939462056994805
96,0.595699743913913
97,0.5974730641993987
98,0.5992661203070628
99,0.6010788595104083
100,0.6029112225576133
101,0.6047631436272476
102,0.6066345502874796
103,0.6085253634588397
104,0.6104354973806094
105,0.6123648595808959
106,0.6143133508504554
107,0.61628086522032
108,0.6182672899432881
109,0.6202725054793229
110,0.6222963854849158
111,0.6243387968064541
112,0.6263995994776393
113,0.6284786467209944
114,0.6305757849534956
115,0.6326908537963617
116,0.6348236860890297
117,0.6369741079073429
118,0.6391419385859729
119,0.641326990745094
120,0.6435290703213246
121,0.6457479766029459
122,0.6479835022694077
123,0.6502354334351192
124,0.652503549697531
125,0.654787624189497
126,0.6570874236359144
127,0.6594027084146237
128,0.6617332326215567
129,0.6640787441401094
130,0.6664389847147184
131,0.6688136900286097
132,0.6712025897856906
133,0.6736054077965463
134,0.6760218620685036
135,0.6784516648997158
136,0.6808945229772221
137,0.6833501374789301
138,0.685818204179465
139,0.6882984135598275
140,0.6907904509207955
141,0.6932939965000062
142,0.6958087255926446
143,0.6983343086756664
144,0.700870411535478
145,0.703416695398992
146,0.705972817067974
147,0.7085384290565933
148,0.7111131797320862
149,0.7136967134584382
150,0.716288670742988
151,0.7188886883858525
152,0.7214963996320708
153,0.7241114343263608
154,0.7267334190703798
155,0.7293619773823782
156,0.7319967298591333
157,0.7346372943400462
158,0.7372832860732842
159,0.7399343178838496
160,0.7425900003434495
161,0.7452499419420469
162,0.7479137492609622
163,0.7505810271474026
164,0.753251378890286
165,0.755924406397232
166,0.7585997103725869
167,0.7612768904963508
168,0.763955545603873
169,0.7666352738661802
170,0.7693156729708048
171,0.771996340302975
172,0.7746768731270326
173,0.7773568687679413
174,0.7800359247927496
175,0.782713639191872
176,0.785389610560052
177,0.7880634382768714
178,0.7907347226866714
179,0.7934030652777488
180,0.7960680688606959
181,0.798729337745749
182,0.8013864779190149
183,0.8040390972174437
184,0.8066868055024199
185,0.809329214831841
186,0.8119659396305601
187,0.8145965968590665
188,0.8172208061802805
189,0.8198381901243434
190,0.8224483742512821
191,0.8250509873114329
192,0.8276456614035087
193,0.8302320321301997
194,0.8328097387511961
195,0.8353784243335283
196,0.8379377358991179
197,0.8404873245694421
198,0.8430268457072086
199,0.8455559590549516
200,0.8480743288704509
201,0.8505816240588905
202,0.8530775183016684
203,0.855561690181776
204,0.8580338233056689
205,0.8604936064215541
206,0.8629407335340216
207,0.8653749040149519
208,0.8677958227106376
209,0.8702032000450552
210,0.8725967521192339
211,0.8749762008066647
212,0.8773412738447051
213,0.8796917049219306
214,0.8820272337613934
215,0.884347606199751
216,0.8866525742622311
217,0.8889418962334033
218,0.8912153367237317
219,0.8934726667318886
220,0.8957136637028096
221,0.8979381115814772
222,0.9001458008624247
223,0.9023365286349524
224,0.904510098624056
225,0.9066663212270671
226,0.9088050135460154
227,0.9109259994157175
228,0.9130291094276093
229,0.9151141809493375
230,0.9171810581401314
231,0.9192295919619791
232,0.9212596401866363
233,0.9232710673984997
234,0.9252637449933779
235,0.9272375511732004
236,0.9291923709367047
237,0.9311280960661471
238,0.9330446251100847
239,0.9349418633622785
240,0.9368197228367743
241,0.9386781222392154
242,0.9405169869344479
243,0.9423362489104808
244,0.9441358467388676
245,0.9459157255315727
246,0.9476758368943963
247,0.9494161388770296
248,0.9511365959198133
249,0.9528371787972759
250,0.9545178645585335
251,0.956178636464627
252,0.9578194839228831
253,0.9594404024183812
254,0.9610413934426121
255,0.9626224644194156
256,0.9641836286282865
